-182.897, 77.974, 1.683,  1.765
-182.877, 77.921, 1.704,  1.798
-182.857, 77.867, 1.739,  1.831
-182.837, 77.811, 1.783,  1.864
-182.817, 77.753, 1.835,  1.897
-182.796, 77.694, 1.890,  1.930
-182.776, 77.632, 1.941,  1.963
-182.755, 77.570, 1.969,  1.996
-182.735, 77.507, 1.976,  2.029
-182.715, 77.444, 1.963,  2.062
-182.696, 77.383, 1.938,  2.095
-182.677, 77.322, 1.903,  2.128
-182.659, 77.263, 1.845,  2.161
-182.642, 77.206, 1.804,  2.194
-182.624, 77.149, 1.776,  2.227
-182.607, 77.093, 1.766,  2.260
-182.590, 77.037, 1.775,  2.293
-182.573, 76.979, 1.798,  2.326
-182.556, 76.921, 1.834,  2.359
-182.539, 76.861, 1.878,  2.392
-182.522, 76.799, 1.930,  2.425
-182.505, 76.735, 1.985,  2.458
-182.487, 76.669, 2.034,  2.491
-182.470, 76.603, 2.058,  2.524
-182.453, 76.536, 2.058,  2.557
-182.436, 76.470, 2.041,  2.590
-182.420, 76.404, 2.012,  2.623
-182.405, 76.341, 1.960,  2.656
-182.390, 76.279, 1.922,  2.689
-182.375, 76.217, 1.898,  2.722
-182.361, 76.156, 1.892,  2.755
-182.346, 76.094, 1.902,  2.788
-182.332, 76.032, 1.926,  2.821
-182.318, 75.968, 1.960,  2.854
-182.303, 75.903, 2.003,  2.887
-182.289, 75.836, 2.051,  2.920
-182.274, 75.767, 2.102,  2.953
-182.260, 75.697, 2.146,  2.986
-182.246, 75.626, 2.162,  3.019
-182.232, 75.556, 2.154,  3.052
-182.218, 75.486, 2.131,  3.085
-182.205, 75.417, 2.096,  3.118
-182.193, 75.350, 2.038,  3.151
-182.181, 75.285, 1.996,  3.184
-182.169, 75.220, 1.971,  3.217
-182.157, 75.156, 1.965,  3.250
-182.146, 75.091, 1.976,  3.283
-182.134, 75.025, 2.000,  3.316
-182.123, 74.958, 2.037,  3.349
-182.111, 74.890, 2.082,  3.382
-182.100, 74.820, 2.133,  3.415
-182.088, 74.748, 2.187,  3.448
-182.077, 74.674, 2.232,  3.481
-182.065, 74.600, 2.246,  3.514
-182.054, 74.526, 2.236,  3.547
-182.044, 74.452, 2.210,  3.580
-182.033, 74.381, 2.172,  3.613
-182.024, 74.311, 2.112,  3.646
-182.014, 74.243, 2.067,  3.679
-182.005, 74.175, 2.042,  3.712
-181.996, 74.108, 2.036,  3.745
-181.987, 74.041, 2.049,  3.778
-181.978, 73.972, 2.076,  3.811
-181.969, 73.902, 2.116,  3.844
-181.960, 73.830, 2.166,  3.877
-181.951, 73.757, 2.221,  3.910
-181.942, 73.681, 2.275,  3.943
-181.933, 73.604, 2.319,  3.976
-181.924, 73.527, 2.332,  4.009
-181.916, 73.450, 2.321,  4.042
-181.908, 73.374, 2.292,  4.075
-181.900, 73.299, 2.242,  4.108
-181.892, 73.226, 2.202,  4.141
-181.885, 73.154, 2.182,  4.174
-181.877, 73.082, 2.181,  4.207
-181.870, 73.009, 2.195,  4.240
-181.863, 72.936, 2.222,  4.273
-181.856, 72.861, 2.260,  4.306
-181.849, 72.784, 2.304,  4.339
-181.842, 72.706, 2.350,  4.372
-181.835, 72.627, 2.395,  4.405
-181.828, 72.546, 2.431,  4.438
-181.821, 72.464, 2.438,  4.471
-181.815, 72.384, 2.421,  4.504
-181.808, 72.304, 2.389,  4.537
-181.802, 72.227, 2.334,  4.570
-181.796, 72.151, 2.289,  4.603
-181.791, 72.076, 2.266,  4.636
-181.785, 72.000, 2.266,  4.669
-181.780, 71.925, 2.282,  4.702
-181.774, 71.848, 2.310,  4.735
-181.769, 71.770, 2.347,  4.768
-181.764, 71.691, 2.391,  4.801
-181.758, 71.609, 2.436,  4.834
-181.753, 71.527, 2.480,  4.867
-181.748, 71.443, 2.516,  4.900
-181.743, 71.359, 2.523,  4.933
-181.738, 71.275, 2.506,  4.966
-181.733, 71.193, 2.466,  4.999
-181.728, 71.112, 2.431,  5.032
-181.724, 71.032, 2.413,  5.065
-181.720, 70.952, 2.415,  5.098
-181.715, 70.871, 2.433,  5.131
-181.711, 70.790, 2.460,  5.164
-181.707, 70.707, 2.493,  5.197
-181.703, 70.622, 2.529,  5.230
-181.699, 70.537, 2.567,  5.263
-181.694, 70.450, 2.605,  5.296
-181.690, 70.363, 2.634,  5.329
-181.687, 70.275, 2.636,  5.362
-181.683, 70.187, 2.614,  5.395
-181.679, 70.102, 2.570,  5.428
-181.676, 70.018, 2.530,  5.461
-181.672, 69.934, 2.508,  5.494
-181.669, 69.851, 2.508,  5.527
-181.666, 69.767, 2.523,  5.560
-181.663, 69.682, 2.548,  5.593
-181.659, 69.596, 2.581,  5.626
-181.656, 69.509, 2.617,  5.659
-181.653, 69.421, 2.655,  5.692
-181.650, 69.331, 2.693,  5.725
-181.647, 69.240, 2.724,  5.758
-181.644, 69.149, 2.726,  5.791
-181.641, 69.059, 2.704,  5.824
-181.639, 68.971, 2.660,  5.857
-181.636, 68.883, 2.620,  5.890
-181.633, 68.797, 2.596,  5.923
-181.631, 68.711, 2.595,  5.956
-181.629, 68.624, 2.610,  5.989
-181.626, 68.536, 2.636,  6.022
-181.624, 68.447, 2.669,  6.055
-181.622, 68.357, 2.707,  6.088
-181.619, 68.266, 2.746,  6.121
-181.617, 68.173, 2.786,  6.154
-181.615, 68.079, 2.824,  6.187
-181.613, 67.984, 2.854,  6.220
-181.610, 67.888, 2.856,  6.253
-181.608, 67.794, 2.833,  6.286
-181.606, 67.701, 2.787,  6.319
-181.605, 67.610, 2.745,  6.352
-181.603, 67.519, 2.719,  6.385
-181.601, 67.429, 2.715,  6.418
-181.599, 67.338, 2.727,  6.451
-181.597, 67.247, 2.751,  6.484
-181.596, 67.154, 2.783,  6.517
-181.594, 67.060, 2.819,  6.550
-181.592, 66.965, 2.858,  6.583
-181.591, 66.868, 2.898,  6.616
-181.589, 66.771, 2.936,  6.649
-181.588, 66.672, 2.973,  6.682
-181.586, 66.572, 3.002,  6.715
-181.585, 66.471, 3.001,  6.748
-181.583, 66.372, 2.975,  6.781
-181.582, 66.275, 2.927,  6.814
-181.580, 66.179, 2.882,  6.847
-181.579, 66.084, 2.852,  6.880
-181.578, 65.989, 2.845,  6.913
-181.577, 65.894, 2.855,  6.946
-181.575, 65.798, 2.877,  6.979
-181.574, 65.702, 2.908,  7.012
-181.573, 65.604, 2.944,  7.045
-181.572, 65.504, 2.982,  7.078
-181.571, 65.404, 3.022,  7.111
-181.570, 65.302, 3.061,  7.144
-181.569, 65.198, 3.099,  7.177
-181.567, 65.094, 3.135,  7.210
-181.566, 64.989, 3.161,  7.243
-181.565, 64.883, 3.159,  7.276
-181.564, 64.779, 3.130,  7.309
-181.563, 64.676, 3.080,  7.342
-181.562, 64.575, 3.032,  7.375
-181.562, 64.475, 2.999,  7.408
-181.561, 64.376, 2.989,  7.441
-181.560, 64.276, 2.997,  7.474
-181.559, 64.176, 3.017,  7.507
-181.558, 64.075, 3.046,  7.540
-181.557, 63.972, 3.082,  7.573
-181.557, 63.868, 3.120,  7.606
-181.556, 63.763, 3.160,  7.639
-181.555, 63.656, 3.201,  7.672
-181.554, 63.548, 3.240,  7.705
-181.554, 63.439, 3.277,  7.738
-181.553, 63.329, 3.311,  7.771
-181.552, 63.217, 3.336,  7.804
-181.552, 63.106, 3.333,  7.837
-181.551, 62.996, 3.302,  7.870
-181.550, 62.888, 3.249,  7.903
-181.550, 62.781, 3.198,  7.936
-181.549, 62.676, 3.162,  7.969
-181.549, 62.571, 3.149,  8.002
-181.548, 62.467, 3.154,  8.035
-181.547, 62.361, 3.173,  8.068
-181.547, 62.254, 3.201,  8.101
-181.546, 62.147, 3.236,  8.134
-181.546, 62.037, 3.275,  8.167
-181.545, 61.927, 3.316,  8.200
-181.545, 61.815, 3.358,  8.233
-181.544, 61.702, 3.398,  8.266
-181.544, 61.587, 3.437,  8.299
-181.543, 61.472, 3.473,  8.332
-181.543, 61.355, 3.507,  8.365
-181.542, 61.237, 3.531,  8.398
-181.542, 61.120, 3.526,  8.431
-181.541, 61.003, 3.493,  8.464
-181.541, 60.888, 3.456,  8.497
-181.541, 60.774, 3.428,  8.530
-181.540, 60.660, 3.417,  8.563
-181.540, 60.546, 3.420,  8.596
-181.539, 60.432, 3.434,  8.629
-181.539, 60.317, 3.455,  8.662
-181.539, 60.201, 3.481,  8.695
-181.538, 60.084, 3.511,  8.728
-181.538, 59.966, 3.543,  8.761
-181.537, 59.847, 3.575,  8.794
-181.537, 59.727, 3.608,  8.827
-181.537, 59.606, 3.639,  8.860
-181.536, 59.484, 3.669,  8.893
-181.536, 59.361, 3.697,  8.926
-181.536, 59.237, 3.722,  8.959
-181.535, 59.112, 3.739,  8.992
-181.535, 58.988, 3.728,  9.025
-181.535, 58.865, 3.690,  9.058
-181.534, 58.743, 3.647,  9.091
-181.534, 58.623, 3.614,  9.124
-181.534, 58.503, 3.599,  9.157
-181.534, 58.383, 3.599,  9.190
-181.533, 58.263, 3.611,  9.223
-181.533, 58.142, 3.631,  9.256
-181.533, 58.020, 3.658,  9.289
-181.533, 57.898, 3.689,  9.322
-181.532, 57.774, 3.722,  9.355
-181.532, 57.648, 3.757,  9.388
-181.532, 57.522, 3.792,  9.421
-181.531, 57.395, 3.826,  9.454
-181.531, 57.266, 3.858,  9.487
-181.531, 57.136, 3.889,  9.520
-181.531, 57.006, 3.917,  9.553
-181.530, 56.875, 3.942,  9.586
-181.530, 56.743, 3.965,  9.619
-181.530, 56.610, 3.986,  9.652
-181.530, 56.477, 3.998,  9.685
-181.529, 56.344, 3.981,  9.718
-181.529, 56.213, 3.939,  9.751
-181.529, 56.083, 3.891,  9.784
-181.529, 55.955, 3.854,  9.817
-181.528, 55.827, 3.834,  9.850
-181.528, 55.700, 3.830,  9.883
-181.528, 55.572, 3.840,  9.916
-181.528, 55.444, 3.859,  9.949
-181.528, 55.314, 3.885,  9.982
-181.527, 55.184, 3.916, 10.015
-181.527, 55.052, 3.951, 10.048
-181.527, 54.919, 3.987, 10.081
-181.527, 54.785, 4.023, 10.114
-181.526, 54.650, 4.059, 10.147
-181.526, 54.513, 4.093, 10.180
-181.526, 54.376, 4.125, 10.213
-181.526, 54.238, 4.155, 10.246
-181.526, 54.098, 4.183, 10.279
-181.525, 53.958, 4.208, 10.312
-181.525, 53.817, 4.231, 10.345
-181.525, 53.676, 4.251, 10.378
-181.525, 53.534, 4.269, 10.411
-181.525, 53.391, 4.285, 10.444
-181.524, 53.248, 4.299, 10.477
-181.524, 53.104, 4.312, 10.510
-181.524, 52.960, 4.324, 10.543
-181.524, 52.816, 4.335, 10.576
-181.524, 52.671, 4.345, 10.609
-181.523, 52.526, 4.355, 10.642
-181.523, 52.381, 4.365, 10.675
-181.523, 52.235, 4.375, 10.708
-181.523, 52.089, 4.384, 10.741
-181.523, 51.943, 4.394, 10.774
-181.523, 51.796, 4.404, 10.807
-181.522, 51.649, 4.415, 10.840
-181.522, 51.502, 4.426, 10.873
-181.522, 51.354, 4.437, 10.906
-181.522, 51.206, 4.448, 10.939
-181.522, 51.057, 4.460, 10.972
-181.521, 50.908, 4.472, 11.005
-181.521, 50.759, 4.484, 11.038
-181.521, 50.609, 4.497, 11.071
-181.521, 50.459, 4.510, 11.104
-181.521, 50.308, 4.523, 11.137
-181.520, 50.157, 4.536, 11.170
-181.520, 50.006, 4.549, 11.203
-181.520, 49.854, 4.563, 11.236
-181.520, 49.701, 4.576, 11.269
-181.520, 49.548, 4.590, 11.302
-181.519, 49.395, 4.604, 11.335
-181.519, 49.241, 4.617, 11.368
-181.519, 49.087, 4.631, 11.401
-181.519, 48.932, 4.645, 11.434
-181.519, 48.777, 4.659, 11.467
-181.518, 48.621, 4.673, 11.500
-181.518, 48.465, 4.687, 11.533
-181.518, 48.309, 4.700, 11.566
-181.518, 48.152, 4.714, 11.599
-181.518, 47.994, 4.728, 11.632
-181.517, 47.836, 4.742, 11.665
-181.517, 47.678, 4.756, 11.698
-181.517, 47.519, 4.770, 11.731
-181.517, 47.359, 4.784, 11.764
-181.517, 47.200, 4.798, 11.797
-181.516, 47.039, 4.813, 11.830
-181.516, 46.879, 4.827, 11.863
-181.516, 46.717, 4.841, 11.896
-181.516, 46.556, 4.855, 11.929
-181.516, 46.393, 4.870, 11.962
-181.515, 46.231, 4.884, 11.995
-181.515, 46.068, 4.899, 12.028
-181.515, 45.904, 4.913, 12.061
-181.515, 45.740, 4.928, 12.094
-181.514, 45.575, 4.942, 12.127
-181.514, 45.410, 4.957, 12.160
-181.514, 45.244, 4.972, 12.193
-181.514, 45.078, 4.987, 12.226
-181.513, 44.912, 5.002, 12.259
-181.513, 44.745, 5.017, 12.292
-181.513, 44.577, 5.032, 12.325
-181.513, 44.409, 5.047, 12.358
-181.513, 44.240, 5.062, 12.391
-181.512, 44.071, 5.077, 12.424
-181.512, 43.902, 5.091, 12.457
-181.512, 43.732, 5.100, 12.490
-181.512, 43.562, 5.095, 12.523
-181.511, 43.392, 5.078, 12.556
-181.511, 43.224, 5.063, 12.589
-181.511, 43.056, 5.051, 12.622
-181.511, 42.888, 5.044, 12.655
-181.510, 42.720, 5.041, 12.688
-181.510, 42.552, 5.042, 12.721
-181.510, 42.383, 5.048, 12.754
-181.510, 42.215, 5.058, 12.787
-181.509, 42.046, 5.072, 12.820
-181.509, 41.876, 5.089, 12.853
-181.509, 41.706, 5.110, 12.886
-181.509, 41.535, 5.135, 12.919
-181.508, 41.363, 5.162, 12.952
-181.508, 41.190, 5.191, 12.985
-181.508, 41.016, 5.222, 13.018
-181.508, 40.841, 5.254, 13.051
-181.507, 40.665, 5.287, 13.084
-181.507, 40.488, 5.321, 13.117
-181.507, 40.309, 5.354, 13.150
-181.507, 40.130, 5.387, 13.183
-181.506, 39.949, 5.419, 13.216
-181.506, 39.768, 5.449, 13.249
-181.506, 39.585, 5.479, 13.282
-181.505, 39.402, 5.507, 13.315
-181.505, 39.218, 5.533, 13.348
-181.505, 39.033, 5.557, 13.381
-181.505, 38.847, 5.580, 13.414
-181.504, 38.660, 5.601, 13.447
-181.504, 38.473, 5.621, 13.480
-181.504, 38.285, 5.640, 13.513
-181.503, 38.097, 5.657, 13.546
-181.503, 37.908, 5.673, 13.579
-181.503, 37.719, 5.688, 13.612
-181.503, 37.529, 5.703, 13.645
-181.502, 37.338, 5.717, 13.678
-181.502, 37.147, 5.730, 13.711
-181.502, 36.956, 5.744, 13.744
-181.501, 36.764, 5.757, 13.777
-181.501, 36.572, 5.770, 13.810
-181.501, 36.379, 5.784, 13.843
-181.500, 36.186, 5.798, 13.876
-181.500, 35.993, 5.812, 13.909
-181.500, 35.798, 5.827, 13.942
-181.499, 35.604, 5.842, 13.975
-181.499, 35.409, 5.858, 14.008
-181.499, 35.213, 5.874, 14.041
-181.498, 35.017, 5.891, 14.074
-181.498, 34.820, 5.909, 14.107
-181.498, 34.622, 5.927, 14.140
-181.497, 34.424, 5.945, 14.173
-181.497, 34.225, 5.964, 14.206
-181.497, 34.026, 5.984, 14.239
-181.496, 33.826, 6.004, 14.272
-181.496, 33.625, 6.024, 14.305
-181.496, 33.424, 6.045, 14.338
-181.495, 33.222, 6.066, 14.371
-181.495, 33.019, 6.087, 14.404
-181.495, 32.815, 6.108, 14.437
-181.494, 32.611, 6.129, 14.470
-181.494, 32.406, 6.150, 14.503
-181.493, 32.201, 6.171, 14.536
-181.493, 31.994, 6.192, 14.569
-181.493, 31.787, 6.214, 14.602
-181.492, 31.580, 6.235, 14.635
-181.492, 31.371, 6.256, 14.668
-181.492, 31.162, 6.276, 14.701
-181.491, 30.952, 6.297, 14.734
-181.491, 30.742, 6.318, 14.767
-181.490, 30.531, 6.338, 14.800
-181.490, 30.319, 6.359, 14.833
-181.490, 30.106, 6.379, 14.866
-181.489, 29.893, 6.399, 14.899
-181.489, 29.679, 6.419, 14.932
-181.488, 29.465, 6.440, 14.965
-181.488, 29.249, 6.460, 14.998
-181.487, 29.034, 6.480, 15.031
-181.487, 28.817, 6.501, 15.064
-181.487, 28.600, 6.521, 15.097
-181.486, 28.382, 6.541, 15.130
-181.486, 28.163, 6.562, 15.163
-181.485, 27.944, 6.583, 15.196
-181.485, 27.724, 6.604, 15.229
-181.484, 27.503, 6.624, 15.262
-181.484, 27.282, 6.646, 15.295
-181.483, 27.060, 6.667, 15.328
-181.483, 26.837, 6.688, 15.361
-181.483, 26.613, 6.710, 15.394
-181.482, 26.389, 6.731, 15.427
-181.482, 26.164, 6.753, 15.460
-181.481, 25.938, 6.775, 15.493
-181.481, 25.712, 6.797, 15.526
-181.480, 25.485, 6.818, 15.559
-181.480, 25.257, 6.840, 15.592
-181.479, 25.028, 6.862, 15.625
-181.479, 24.799, 6.883, 15.658
-181.478, 24.569, 6.905, 15.691
-181.478, 24.338, 6.926, 15.724
-181.477, 24.107, 6.948, 15.757
-181.477, 23.874, 6.970, 15.790
-181.476, 23.641, 6.991, 15.823
-181.476, 23.408, 7.013, 15.856
-181.475, 23.173, 7.035, 15.889
-181.475, 22.938, 7.057, 15.922
-181.474, 22.703, 7.079, 15.955
-181.474, 22.466, 7.101, 15.988
-181.473, 22.229, 7.124, 16.021
-181.472, 21.991, 7.146, 16.054
-181.472, 21.752, 7.169, 16.087
-181.471, 21.512, 7.191, 16.120
-181.471, 21.272, 7.214, 16.153
-181.470, 21.031, 7.237, 16.186
-181.470, 20.789, 7.260, 16.219
-181.469, 20.546, 7.283, 16.252
-181.469, 20.303, 7.307, 16.285
-181.468, 20.059, 7.330, 16.318
-181.467, 19.814, 7.353, 16.351
-181.467, 19.568, 7.377, 16.384
-181.466, 19.321, 7.401, 16.417
-181.466, 19.074, 7.424, 16.450
-181.465, 18.826, 7.448, 16.483
-181.464, 18.577, 7.472, 16.516
-181.464, 18.327, 7.496, 16.549
-181.463, 18.077, 7.520, 16.582
-181.463, 17.826, 7.544, 16.615
-181.462, 17.574, 7.568, 16.648
-181.461, 17.321, 7.591, 16.681
-181.461, 17.067, 7.615, 16.714
-181.460, 16.813, 7.639, 16.747
-181.459, 16.557, 7.663, 16.780
-181.459, 16.301, 7.687, 16.813
-181.458, 16.044, 7.711, 16.846
-181.457, 15.787, 7.735, 16.879
-181.457, 15.528, 7.759, 16.912
-181.456, 15.269, 7.783, 16.945
-181.455, 15.009, 7.808, 16.978
-181.455, 14.748, 7.832, 17.011
-181.454, 14.486, 7.856, 17.044
-181.453, 14.224, 7.881, 17.077
-181.453, 13.961, 7.906, 17.110
-181.452, 13.697, 7.930, 17.143
-181.451, 13.432, 7.955, 17.176
-181.451, 13.166, 7.980, 17.209
-181.450, 12.899, 8.006, 17.242
-181.449, 12.632, 8.031, 17.275
-181.448, 12.363, 8.056, 17.308
-181.448, 12.094, 8.082, 17.341
-181.447, 11.824, 8.108, 17.374
-181.446, 11.553, 8.134, 17.407
-181.445, 11.281, 8.160, 17.440
-181.445, 11.009, 8.186, 17.473
-181.444, 10.735, 8.212, 17.506
-181.443, 10.461, 8.238, 17.539
-181.442, 10.185, 8.265, 17.572
-181.442, 9.909, 8.291, 17.605
-181.441, 9.632, 8.318, 17.638
-181.440, 9.354, 8.344, 17.671
-181.439, 9.075, 8.371, 17.704
-181.438, 8.796, 8.398, 17.737
-181.438, 8.515, 8.425, 17.770
-181.437, 8.234, 8.452, 17.803
-181.436, 7.951, 8.479, 17.836
-181.435, 7.668, 8.506, 17.869
-181.434, 7.384, 8.533, 17.902
-181.433, 7.099, 8.561, 17.935
-181.433, 6.812, 8.588, 17.968
-181.432, 6.526, 8.616, 18.001
-181.431, 6.238, 8.643, 18.034
-181.430, 5.949, 8.671, 18.067
-181.429, 5.659, 8.699, 18.100
-181.428, 5.368, 8.726, 18.133
-181.427, 5.077, 8.754, 18.166
-181.426, 4.784, 8.782, 18.199
-181.425, 4.491, 8.810, 18.232
-181.425, 4.197, 8.839, 18.265
-181.424, 3.901, 8.867, 18.298
-181.423, 3.605, 8.895, 18.331
-181.422, 3.308, 8.924, 18.364
-181.421, 3.009, 8.952, 18.397
-181.420, 2.710, 8.981, 18.430
-181.419, 2.410, 9.009, 18.463
-181.418, 2.109, 9.038, 18.496
-181.417, 1.807, 9.067, 18.529
-181.416, 1.504, 9.096, 18.562
-181.415, 1.200, 9.125, 18.595
-181.414, 0.895, 9.154, 18.628
-181.413, 0.590, 9.184, 18.661
-181.412, 0.283, 9.213, 18.694
-181.411, -0.025, 9.243, 18.727
-181.410, -0.334, 9.272, 18.760
-181.409, -0.644, 9.302, 18.793
-181.408, -0.955, 9.332, 18.826
-181.407, -1.267, 9.361, 18.859
-181.406, -1.579, 9.391, 18.892
-181.405, -1.893, 9.422, 18.925
-181.404, -2.208, 9.452, 18.958
-181.403, -2.524, 9.482, 18.991
-181.402, -2.841, 9.512, 19.024
-181.400, -3.158, 9.543, 19.057
-181.399, -3.477, 9.573, 19.090
-181.398, -3.797, 9.604, 19.123
-181.397, -4.118, 9.635, 19.156
-181.396, -4.440, 9.666, 19.189
-181.395, -4.763, 9.697, 19.222
-181.394, -5.087, 9.728, 19.255
-181.393, -5.412, 9.759, 19.288
-181.391, -5.738, 9.790, 19.321
-181.390, -6.065, 9.822, 19.354
-181.389, -6.394, 9.853, 19.387
-181.388, -6.723, 9.885, 19.420
-181.387, -7.053, 9.916, 19.453
-181.385, -7.384, 9.948, 19.486
-181.384, -7.717, 9.980, 19.519
-181.383, -8.050, 10.012, 19.552
-181.382, -8.385, 10.044, 19.585
-181.381, -8.720, 10.076, 19.618
-181.379, -9.057, 10.108, 19.651
-181.378, -9.395, 10.141, 19.684
-181.377, -9.734, 10.173, 19.717
-181.375, -10.074, 10.206, 19.750
-181.374, -10.415, 10.238, 19.783
-181.373, -10.757, 10.271, 19.816
-181.372, -11.100, 10.304, 19.849
-181.370, -11.444, 10.337, 19.882
-181.369, -11.790, 10.370, 19.915
-181.368, -12.136, 10.403, 19.948
-181.366, -12.484, 10.437, 19.981
-181.365, -12.833, 10.470, 20.014
-181.364, -13.182, 10.503, 20.047
-181.362, -13.533, 10.537, 20.080
-181.361, -13.885, 10.571, 20.113
-181.359, -14.239, 10.605, 20.146
-181.358, -14.593, 10.638, 20.179
-181.357, -14.948, 10.672, 20.212
-181.355, -15.305, 10.707, 20.245
-181.354, -15.663, 10.741, 20.278
-181.352, -16.022, 10.775, 20.311
-181.351, -16.382, 10.810, 20.344
-181.349, -16.743, 10.844, 20.377
-181.348, -17.105, 10.879, 20.410
-181.346, -17.469, 10.914, 20.443
-181.345, -17.834, 10.949, 20.476
-181.343, -18.199, 10.984, 20.509
-181.342, -18.566, 11.019, 20.542
-181.340, -18.935, 11.054, 20.575
-181.339, -19.304, 11.089, 20.608
-181.337, -19.674, 11.125, 20.641
-181.336, -20.046, 11.160, 20.674
-181.334, -20.419, 11.196, 20.707
-181.332, -20.793, 11.232, 20.740
-181.331, -21.168, 11.268, 20.773
-181.329, -21.545, 11.303, 20.806
-181.328, -21.923, 11.340, 20.839
-181.326, -22.302, 11.376, 20.872
-181.324, -22.682, 11.412, 20.905
-181.323, -23.063, 11.448, 20.938
-181.321, -23.446, 11.485, 20.971
-181.319, -23.829, 11.522, 21.004
-181.318, -24.214, 11.559, 21.037
-181.316, -24.601, 11.596, 21.070
-181.314, -24.988, 11.633, 21.103
-181.312, -25.377, 11.671, 21.136
-181.311, -25.767, 11.708, 21.169
-181.309, -26.158, 11.746, 21.202
-181.307, -26.550, 11.784, 21.235
-181.305, -26.944, 11.823, 21.268
-181.304, -27.339, 11.861, 21.301
-181.302, -27.736, 11.900, 21.334
-181.300, -28.133, 11.939, 21.367
-181.298, -28.532, 11.978, 21.400
-181.296, -28.933, 12.017, 21.433
-181.294, -29.334, 12.056, 21.466
-181.293, -29.737, 12.096, 21.499
-181.291, -30.141, 12.135, 21.532
-181.289, -30.547, 12.175, 21.565
-181.287, -30.954, 12.215, 21.598
-181.285, -31.362, 12.255, 21.631
-181.283, -31.771, 12.296, 21.664
-181.281, -32.182, 12.336, 21.697
-181.279, -32.594, 12.377, 21.730
-181.277, -33.008, 12.417, 21.763
-181.275, -33.423, 12.458, 21.796
-181.273, -33.839, 12.499, 21.829
-181.271, -34.257, 12.541, 21.862
-181.269, -34.676, 12.582, 21.895
-181.267, -35.096, 12.623, 21.928
-181.265, -35.518, 12.665, 21.961
-181.263, -35.941, 12.706, 21.994
-181.261, -36.366, 12.748, 22.027
-181.259, -36.792, 12.790, 22.060
-181.257, -37.219, 12.832, 22.093
-181.254, -37.648, 12.874, 22.126
-181.252, -38.078, 12.916, 22.159
-181.250, -38.510, 12.959, 22.192
-181.248, -38.943, 13.001, 22.225
-181.246, -39.378, 13.044, 22.258
-181.243, -39.813, 13.086, 22.291
-181.241, -40.251, 13.129, 22.324
-181.239, -40.689, 13.172, 22.357
-181.237, -41.130, 13.215, 22.390
-181.234, -41.571, 13.258, 22.423
-181.232, -42.014, 13.302, 22.456
-181.230, -42.459, 13.345, 22.489
-181.228, -42.905, 13.389, 22.522
-181.225, -43.352, 13.432, 22.555
-181.223, -43.801, 13.476, 22.588
-181.220, -44.251, 13.520, 22.621
-181.218, -44.703, 13.564, 22.654
-181.216, -45.156, 13.608, 22.687
-181.213, -45.611, 13.653, 22.720
-181.211, -46.067, 13.697, 22.753
-181.208, -46.525, 13.742, 22.786
-181.206, -46.984, 13.786, 22.819
-181.203, -47.445, 13.831, 22.852
-181.201, -47.907, 13.876, 22.885
-181.198, -48.371, 13.921, 22.918
-181.196, -48.836, 13.966, 22.951
-181.193, -49.303, 14.012, 22.984
-181.191, -49.771, 14.057, 23.017
-181.188, -50.241, 14.103, 23.050
